AssetPath,Creator,Source,License,RedistributionRights,ProofLocation,VoiceConsent,TrademarkReview,Notes
Content/GorillaProtocol/Weapons/P9/SM_P9_Suppressor.uasset,Kenney,Derived from RawContent/Kenney/Weapons/silencer-small.fbx,CC0 1.0,Yes,RawContent/Kenney/Weapons/License.txt,N/A,Approved,Imported suppressor mesh
Content/GorillaProtocol/Materials/M_BrunoFur.uasset,Project-authored,Scripts/Unreal/bootstrap_playable.py,Project source,Yes,Git history,N/A,Approved,Generated Bruno fur material
Content/GorillaProtocol/Materials/M_WetDeck.uasset,Project-authored,Scripts/Unreal/bootstrap_playable.py,Project source,Yes,Git history,N/A,Approved,Generated wet deck material
Content/GorillaProtocol/Materials/M_YachtConcrete.uasset,Project-authored,Scripts/Unreal/bootstrap_playable.py,Project source,Yes,Git history,N/A,Approved,Generated yacht material
Content/GorillaProtocol/Materials/M_AlarmRed.uasset,Project-authored,Scripts/Unreal/bootstrap_playable.py,Project source,Yes,Git history,N/A,Approved,Generated alarm material
Content/GorillaProtocol/Environment/HDRI/limehouse_4k.uasset,Andreas Mischok,Derived from RawContent/PolyHaven/limehouse_4k.exr,CC0 1.0,Yes,Poly Haven asset page,N/A,Approved,Imported maritime HDRI
Content/GorillaProtocol/Audio/Bruno/mission_start.uasset,Project-generated,Derived from RawContent/Audio/Italian/mission_start.wav,Project-generated audio,Yes,Scripts/generate_italian_voice.sh,Synthetic voice,Approved,Imported Bruno dialogue
Content/GorillaProtocol/Audio/Bruno/spotted.uasset,Project-generated,Derived from RawContent/Audio/Italian/spotted.wav,Project-generated audio,Yes,Scripts/generate_italian_voice.sh,Synthetic voice,Approved,Imported Bruno dialogue
Content/GorillaProtocol/Audio/Bruno/banana.uasset,Project-generated,Derived from RawContent/Audio/Italian/banana.wav,Project-generated audio,Yes,Scripts/generate_italian_voice.sh,Synthetic voice,Approved,Imported Bruno dialogue
Content/GorillaProtocol/Audio/Bruno/hurt.uasset,Project-generated,Derived from RawContent/Audio/Italian/hurt.wav,Project-generated audio,Yes,Scripts/generate_italian_voice.sh,Synthetic voice,Approved,Imported Bruno dialogue
Content/GorillaProtocol/Audio/Bruno/objective.uasset,Project-generated,Derived from RawContent/Audio/Italian/objective.wav,Project-generated audio,Yes,Scripts/generate_italian_voice.sh,Synthetic voice,Approved,Imported Bruno dialogue
Content/GorillaProtocol/Audio/Bruno/complete.uasset,Project-generated,Derived from RawContent/Audio/Italian/complete.wav,Project-generated audio,Yes,Scripts/generate_italian_voice.sh,Synthetic voice,Approved,Imported Bruno dialogue
Content/GorillaProtocol/Audio/Bruno/punch.uasset,Project-generated,Derived from RawContent/Audio/Italian/punch.wav,Project-generated audio,Yes,Scripts/generate_italian_voice.sh,Synthetic voice,Approved,Imported Bruno dialogue
